id,sub_id,text
$GRASE_QST_03_0400_0410_00_blt,ACTOR,Barret
$GRASE_QST_03_0400_0500_00_kre,,No way—Cloud!?<br>Is this your turf too?
$GRASE_QST_03_0400_0500_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_0600_00_cld,,You’re the handyman who took on the pipe repairs?
$GRASE_QST_03_0400_0600_00_cld,ACTOR,Cloud
$GRASE_QST_03_0400_0700_00_kre,,"That’s me—Kyrie, handyman extraordinaire!<br>My rates ain’t cheap, y’know."
$GRASE_QST_03_0400_0700_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_0700_05_blt,,
$GRASE_QST_03_0400_0700_05_blt,ACTOR,Barret
$GRASE_QST_03_0400_0800_00_blt,,You guys suck at business!
$GRASE_QST_03_0400_0800_00_blt,ACTOR,Barret
$GRASE_QST_03_0400_0800_05_kre,,
$GRASE_QST_03_0400_0800_05_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_0900_00_blt,,Message from the mayor—<br>he wants a progress report.
$GRASE_QST_03_0400_0900_00_blt,ACTOR,Barret
$GRASE_QST_03_0400_1000_00_kre,,"Yeah, figures—makes sense!"
$GRASE_QST_03_0400_1000_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_1010_00_kre,,"I wanna report back more than anyone, but…"
$GRASE_QST_03_0400_1010_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_1100_00_kre,,I don’t have enough parts for the repairs—<br>still nowhere close.
$GRASE_QST_03_0400_1100_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_1100_05_kre,,
$GRASE_QST_03_0400_1100_05_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_1200_00_kre,,Wanna help me gather some parts?
$GRASE_QST_03_0400_1200_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_1300_00_cld,,Don’t mess around.
$GRASE_QST_03_0400_1300_00_cld,ACTOR,Cloud
$GRASE_QST_03_0400_1400_00_kre,,"C’mon, think of it as helping a promising junior!<br>I’ll do anything you say, promise!"
$GRASE_QST_03_0400_1400_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_1500_00_cld,,Anything?
$GRASE_QST_03_0400_1500_00_cld,ACTOR,Cloud
$GRASE_QST_03_0400_1500_05_kre,,
$GRASE_QST_03_0400_1500_05_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_1600_00_cld,,Stop calling yourself a handyman—<br>that’s my condition.
$GRASE_QST_03_0400_1600_00_cld,ACTOR,Cloud
$GRASE_QST_03_0400_1600_05_kre,,
$GRASE_QST_03_0400_1600_05_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_1700_00_kre,,"Deal! Alright, here’s the bare minimum<br>list of parts I need."
$GRASE_QST_03_0400_1700_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_1800_00_kre,,"Honestly, I’d love more,<br>but I won’t get greedy."
$GRASE_QST_03_0400_1800_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_1810_00_kre,,Bring ‘em back when you’ve got ‘em!
$GRASE_QST_03_0400_1810_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_1900_00_sys,,Take the job?
$GRASE_QST_03_0400_2000_00_sys,,Where are the parts?
$GRASE_QST_03_0400_2100_00_sys,,Let’s do it.
$GRASE_QST_03_0400_2200_00_kre,,I think they’re at the pipe scrapyard up ahead.
$GRASE_QST_03_0400_2200_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_2210_00_kre,,They’re there—I’m sure of it!
$GRASE_QST_03_0400_2210_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_2300_00_kre,,"Alright, counting on you~!"
$GRASE_QST_03_0400_2300_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_2400_00_blt,,You ain’t comin’ with us to look?
$GRASE_QST_03_0400_2400_00_blt,ACTOR,Barret
$GRASE_QST_03_0400_2400_05_kre,,
$GRASE_QST_03_0400_2400_05_kre,ACTOR,Kyrie
$GRASE_QST_03_0400_2500_00_kre,,"I’ve gotta stay here—y’know,<br>looking for tiny screws and stuff!"
$GRASE_QST_03_0400_2500_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0500_0100_00_kre,,Good luck with the parts hunt~!
$GRASE_QST_03_0500_0100_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0500_0200_00_kre,,"Being a handyman’s tougher than I thought, huh?"
$GRASE_QST_03_0500_0200_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0500_0300_00_kre,,"Hurry up, or the sun’ll set!"
$GRASE_QST_03_0500_0300_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0600_0100_00_kre,,Got all the parts yet?
$GRASE_QST_03_0600_0100_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0600_0200_00_sys,,Hand over the parts you’ve gathered?
$GRASE_QST_03_0600_0300_00_sys,,Give what you’ve got.
$GRASE_QST_03_0600_0400_00_sys,,Ask about the parts.
$GRASE_QST_03_0600_0500_00_sys,,Don’t hand them over.
$GRASE_QST_03_0600_0700_00_kre,,Not enough~!
$GRASE_QST_03_0600_0700_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0600_0800_00_kre,,"Uh, you’re still short, y’know?"
$GRASE_QST_03_0600_0800_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0700_0100_00_kre,,"Yeah, uh, well—it’s the bare minimum, I guess."
$GRASE_QST_03_0700_0100_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0700_0200_00_kre,,"I was hoping you’d grab a bit more,<br>but I guess that’s all my charm’s worth, huh?"
$GRASE_QST_03_0700_0200_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0800_0100_00_kre,,You got ‘em—you got ‘em!<br>And you even grabbed some extra!
$GRASE_QST_03_0800_0100_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0800_0200_00_kre,,No wonder you’re a top-tier handyman—<br>now I get it~!
$GRASE_QST_03_0800_0200_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0900_0100_00_kre,,"Whoa, this much!?"
$GRASE_QST_03_0900_0100_00_kre,ACTOR,Kyrie
$GRASE_QST_03_0900_0200_00_kre,,"With all this, I could fix it like a pro—<br>maybe even charge a premium?"
$GRASE_QST_03_0900_0200_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1000_0100_00_kre,,Alright—follow me!
$GRASE_QST_03_1000_0100_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1000_0110_00_kre,,To the mako pipe repairs—let’s go!
$GRASE_QST_03_1000_0110_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1100_0100_00_kre,,"So, uh, I’m actually kinda on the run right now—<br>got into a fight with my grandma."
$GRASE_QST_03_1100_0100_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1100_0200_00_kre,,"She kept treating me like a kid<br>and wouldn’t let me take on any real work,"
$GRASE_QST_03_1100_0200_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1100_0210_00_kre,,so I got fed up and stormed out.
$GRASE_QST_03_1100_0210_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1100_0300_00_kre,,That’s why I’m gonna make it big outside Midgar<br>and show her what I’m made of!
$GRASE_QST_03_1100_0300_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1200_0100_00_kre,,Where you headed?
$GRASE_QST_03_1200_0100_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1200_0200_00_kre,,This way!
$GRASE_QST_03_1200_0200_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1210_0100_00_kre,,"Handyman, take care of it!"
$GRASE_QST_03_1210_0100_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1210_0200_00_kre,,"Clean-up duty, please!"
$GRASE_QST_03_1210_0200_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1210_0300_00_kre,,"C’mon, over here!"
$GRASE_QST_03_1210_0300_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1210_0400_00_kre,,Here we go~!
$GRASE_QST_03_1210_0400_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1300_0100_00_kre,,We’re here~!
$GRASE_QST_03_1300_0100_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1300_0200_00_blt,,You better fix this right!
$GRASE_QST_03_1300_0200_00_blt,ACTOR,Barret
$GRASE_QST_03_1300_0200_05_kre,,
$GRASE_QST_03_1300_0200_05_kre,ACTOR,Kyrie
$GRASE_QST_03_1300_0300_00_kre,,Don’t underestimate a slum kid—<br>I’m a pro with junk parts!
$GRASE_QST_03_1300_0300_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1300_0300_05_blt,,
$GRASE_QST_03_1300_0300_05_blt,ACTOR,Barret
$GRASE_QST_03_1300_0400_00_blt,,What the—!?
$GRASE_QST_03_1300_0400_00_blt,ACTOR,Barret
$GRASE_QST_03_1300_0500_00_cld,,Leave this to me.
$GRASE_QST_03_1300_0500_00_cld,ACTOR,Cloud
$GRASE_QST_03_1300_0600_00_kre,,So cool~!
$GRASE_QST_03_1300_0600_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1400_0100_00_blt,,What the hell’s goin’ on!?
$GRASE_QST_03_1400_0100_00_blt,ACTOR,Barret
$GRASE_QST_03_1400_0200_00_cld,,Probably the leaked mako’s fault.
$GRASE_QST_03_1400_0200_00_cld,ACTOR,Cloud
$GRASE_QST_03_1400_0300_00_kre,,So smart~!
$GRASE_QST_03_1400_0300_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1400_0300_05_kre,,
$GRASE_QST_03_1400_0300_05_kre,ACTOR,Kyrie
$GRASE_QST_03_1400_0400_00_kre,,"Alright—done~!<br>Perfect fix, big payout!"
$GRASE_QST_03_1400_0400_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1400_0400_05_kre,,
$GRASE_QST_03_1400_0400_05_kre,ACTOR,Kyrie
$GRASE_QST_03_1400_0500_00_kre,,How about a toast to celebrate<br>the Handyman Alliance’s founding?
$GRASE_QST_03_1400_0500_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1400_0600_00_cld,,Forgot our deal already?
$GRASE_QST_03_1400_0600_00_cld,ACTOR,Cloud
$GRASE_QST_03_1400_0600_05_kre,,
$GRASE_QST_03_1400_0600_05_kre,ACTOR,Kyrie
$GRASE_QST_03_1400_0700_00_kre,,You mean the deal where<br>we handymen team up and kick butt together?
$GRASE_QST_03_1400_0700_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1400_0800_00_cld,,I said stop calling yourself a handyman.
$GRASE_QST_03_1400_0800_00_cld,ACTOR,Cloud
$GRASE_QST_03_1400_0900_00_kre,,"Aw, c’mon, what’s the harm?<br>I’ll even plug your business!"
$GRASE_QST_03_1400_0900_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1400_1000_00_cld,,That’s sabotage.
$GRASE_QST_03_1400_1000_00_cld,ACTOR,Cloud
$GRASE_QST_03_1400_1100_00_kre,,Grrr… Oh!
$GRASE_QST_03_1400_1100_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1400_1100_05_blt,,
$GRASE_QST_03_1400_1100_05_blt,ACTOR,Barret
$GRASE_QST_03_1400_1200_00_kre,,"Alright, Mr. Handyman—<br>clean-up’s on you~!"
$GRASE_QST_03_1400_1200_00_kre,ACTOR,Kyrie
$GRASE_QST_03_1400_1200_05_kre,,
$GRASE_QST_03_1400_1200_05_kre,ACTOR,Kyrie
$GRASE_QST_03_1400_1300_00_blt,,"Hey, get back here!"
$GRASE_QST_03_1400_1300_00_blt,ACTOR,Barret
$GRASE_QST_03_1500_0100_00_blt,,What do we do about that kid?
$GRASE_QST_03_1500_0100_00_blt,ACTOR,Barret
$GRASE_QST_03_1500_0200_00_cld,,"Repairs are done, apparently—<br>let’s report to the mayor and call it a day."
$GRASE_QST_03_1500_0200_00_cld,ACTOR,Cloud
$GRASE_QST_03_1600_0100_00_flt,,"Oh, everyone—<br>I heard from the handyman!"
$GRASE_QST_03_1600_0100_00_flt,ACTOR,Flat
$GRASE_QST_03_1600_0200_00_flt,,"You all helped with the repairs too, huh?<br>Thanks to you, the mako supply’s back online!"
$GRASE_QST_03_1600_0200_00_flt,ACTOR,Flat
$GRASE_QST_03_1600_0300_00_flt,,Thank you so much!
$GRASE_QST_03_1600_0300_00_flt,ACTOR,Flat
$GRASE_QST_03_1600_0300_05_cld,,
$GRASE_QST_03_1600_0300_05_cld,ACTOR,Cloud
$GRASE_QST_03_1600_0300_07_blt,,
$GRASE_QST_03_1600_0300_07_blt,ACTOR,Barret
$GRASE_QST_03_1600_0400_00_cld,,Where’s that handyman now?
$GRASE_QST_03_1600_0400_00_cld,ACTOR,Cloud
$GRASE_QST_03_1600_0500_00_flt,,"They rushed off, saying they had another job."
$GRASE_QST_03_1600_0500_00_flt,ACTOR,Flat
$GRASE_QST_03_1600_0510_00_flt,,Truly a pro worthy of their rep—<br>busy as can be!
$GRASE_QST_03_1600_0510_00_flt,ACTOR,Flat
$GRASE_QST_03_1600_0600_00_cld,,
$GRASE_QST_03_1600_0600_00_cld,ACTOR,Cloud
$GRASE_QST_03_1600_0600_05_blt,,
$GRASE_QST_03_1600_0600_05_blt,ACTOR,Barret
$GRASE_QST_03_1600_0700_00_blt,,Looks like we’ve got some unexpected competition!
$GRASE_QST_03_1600_0700_00_blt,ACTOR,Barret
$GRASE_QST_03_1600_0800_00_flt,,"Oh, right—the kind-hearted handyman<br>left your reward with me."
$GRASE_QST_03_1600_0800_00_flt,ACTOR,Flat
$GRASE_QST_03_1700_0100_00_flt,,Seeing the mako tank fill up<br>puts my mind at ease.
$GRASE_QST_03_1700_0100_00_flt,ACTOR,Flat
$GRASE_QST_03_1700_0110_00_flt,,I’ll sleep like a baby tonight!
$GRASE_QST_03_1700_0110_00_flt,ACTOR,Flat
$GRASE_QST_03_1700_0200_00_flt,,Just imagining an empty mako tank<br>makes my legs shake.
$GRASE_QST_03_1700_0200_00_flt,ACTOR,Flat
$GRASE_QST_03_1700_0300_00_flt,,"The mako tank, the lookout tower, the sturdy walls—<br>what do you think of Kalm’s unique sights?"
$GRASE_QST_03_1700_0300_00_flt,ACTOR,Flat
$GRASE_QST_03_1700_0400_00_flt,,"For folks tired of Midgar’s chaos,<br>I recommend Kalm’s peaceful lifestyle."
$GRASE_QST_03_1700_0400_00_flt,ACTOR,Flat
$GRASE_QST_03_1700_0500_00_flt,,How about it—wanna move here?
$GRASE_QST_03_1700_0500_00_flt,ACTOR,Flat
$GRASE_QST_03_1700_0600_00_flt,,Did you see that Wutai broadcast?<br>Those guys are itching for war over mako!
$GRASE_QST_03_1700_0600_00_flt,ACTOR,Flat
$GRASE_QST_03_1700_0700_00_flt,,"Even if it comes to war with Wutai,<br>our town’s safe behind these sturdy walls—no worries!"
$GRASE_QST_03_1700_0700_00_flt,ACTOR,Flat
$GRASE_QST_03_1700_0800_00_flt,,"Just in case,<br>we’re planning disaster drills here in Kalm."
$GRASE_QST_03_1700_0800_00_flt,ACTOR,Flat
$GRASE_QST_03_1800_0100_00_flt,,"Oh, you must be the repair crew—"
$GRASE_QST_03_1800_0100_00_flt,ACTOR,Kalm Mayor
$GRASE_QST_03_1800_0200_00_flt,,"…Wait, no, my apologies."
$GRASE_QST_03_1800_0200_00_flt,ACTOR,Kalm Mayor
$GRASE_QST_03_1800_0300_00_blt,,"Hey, I’m better at breakin’ stuff than fixin’ it!"
$GRASE_QST_03_1800_0300_00_blt,ACTOR,Barret
$GRASE_QST_03_1800_0400_00_flt,,"Times like these, I don’t appreciate that kind of humor."
$GRASE_QST_03_1800_0400_00_flt,ACTOR,Kalm Mayor
$GRASE_QST_03_1800_0500_00_blt,,"So, what’s goin’ on?"
$GRASE_QST_03_1800_0500_00_blt,ACTOR,Barret
$GRASE_QST_03_1800_0600_00_flt,,It seems mako’s leaking from the pipes.
$GRASE_QST_03_1800_0600_00_flt,ACTOR,Kalm Mayor
$GRASE_QST_03_1800_0700_00_flt,,"We asked a handyman for a quick fix,<br>but they ran off."
$GRASE_QST_03_1800_0700_00_flt,ACTOR,Kalm Mayor
$GRASE_QST_03_1800_0800_00_cld,,A handyman?
$GRASE_QST_03_1800_0800_00_cld,ACTOR,Cloud
$GRASE_QST_03_1800_0900_00_flt,,"Yes, a cute young lady—<br>supposedly a big deal in Midgar."
$GRASE_QST_03_1800_0900_00_flt,ACTOR,Kalm Mayor
$GRASE_QST_03_1800_1000_00_flt,,"I totally fell for it, though."
$GRASE_QST_03_1800_1000_00_flt,ACTOR,Kalm Mayor
$GRASE_QST_03_1800_1100_00_cld,,
$GRASE_QST_03_1800_1100_00_cld,ACTOR,Cloud
$GRASE_QST_03_1800_1200_00_flt,,"What, you know her?<br>Well, then, it’s fate!"
$GRASE_QST_03_1800_1200_00_flt,ACTOR,Kalm Mayor
$GRASE_QST_03_1800_1300_00_flt,,Could you handle the repairs for us?
$GRASE_QST_03_1800_1300_00_flt,ACTOR,Kalm Mayor
$GRASE_QST_03_1800_1400_00_sys,,Take the job?
$GRASE_QST_03_1800_1500_00_sys,,What’s this about pipes?
$GRASE_QST_03_1800_1600_00_sys,,No repair crew around?
$GRASE_QST_03_1800_1700_00_sys,,Let’s do it.
$GRASE_QST_03_1800_1800_00_flt,,Our maintenance guy got attacked by monsters<br>and is in the hospital.
$GRASE_QST_03_1800_1800_00_flt,ACTOR,Kalm Mayor
$GRASE_QST_03_1800_1900_00_flt,,"We requested backup from Shinra HQ,<br>but Midgar’s a mess right now."
$GRASE_QST_03_1800_1900_00_flt,ACTOR,Kalm Mayor
$GRASE_QST_03_1800_2000_00_flt,,"We’re waiting, but who knows when they’ll show?"
$GRASE_QST_03_1800_2000_00_flt,ACTOR,Kalm Mayor
$GRASE_QST_03_1800_2100_00_flt,,"Oh, that’s a huge help!"
$GRASE_QST_03_1800_2100_00_flt,ACTOR,Kalm Mayor
$GRASE_QST_03_1800_2110_00_flt,,"Pardon the delay—<br>I’m Flat Beverage, the mayor of this town."
$GRASE_QST_03_1800_2110_00_flt,ACTOR,Flat
$GRASE_QST_03_1800_2120_00_flt,,"Head to the workshop outside town, please."
$GRASE_QST_03_1800_2120_00_flt,ACTOR,Flat
$GRASE_QST_03_1800_2200_00_flt,,Take over the job<br>the handyman ditched.
$GRASE_QST_03_1800_2200_00_flt,ACTOR,Flat
$GRASE_QST_03_1900_0100_00_flt,,"Oh, everyone—<br>perfect timing!"
$GRASE_QST_03_1900_0100_00_flt,ACTOR,Flat
$GRASE_QST_03_1900_0200_00_flt,,"So, the handyman we hired to fix the mako pipes<br>took off for another job or something."
$GRASE_QST_03_1900_0200_00_flt,ACTOR,Flat
$GRASE_QST_03_1900_0300_00_flt,,"They’re gone—poof, just like that."
$GRASE_QST_03_1900_0300_00_flt,ACTOR,Flat
$GRASE_QST_03_1900_0400_00_flt,,"Thing is, the pipe area’s crawling with monsters—<br>we can’t handle it ourselves."
$GRASE_QST_03_1900_0400_00_flt,ACTOR,Flat
$GRASE_QST_03_1900_0500_00_flt,,If someone could at least check things out<br>for us…
$GRASE_QST_03_1900_0500_00_flt,ACTOR,Flat
$GRASE_QST_03_2000_0100_00_kre,,"Yoohoo~!<br>I’m Kyrie, the handyman!"
$GRASE_QST_03_2000_0100_00_kre,ACTOR,Stuffed Doll
$GRASE_QST_03_2000_0200_00_kre,,"I was supposed to fix the mako pipes,"
$GRASE_QST_03_2000_0200_00_kre,ACTOR,Stuffed Doll
$GRASE_QST_03_2000_0210_00_kre,,"but another job came up,<br>so I’ve gotta bounce."
$GRASE_QST_03_2000_0210_00_kre,ACTOR,Stuffed Doll
$GRASE_QST_03_2000_0300_00_kre,,"Man, being in demand is tough, huh?"
$GRASE_QST_03_2000_0300_00_kre,ACTOR,Stuffed Doll
$GRASE_QST_03_2000_0400_00_kre,,"Anyway, I wrote down<br>the parts you’ll need for the pipe repairs in a note,"
$GRASE_QST_03_2000_0400_00_kre,ACTOR,Stuffed Doll
$GRASE_QST_03_2000_0500_00_kre,,"If you wanna do a solid job,<br>more parts wouldn’t hurt,"
$GRASE_QST_03_2000_0500_00_kre,ACTOR,Stuffed Doll
$GRASE_QST_03_2000_0510_00_kre,,"but I’ll leave that up to you~!<br>Oh, and one more thing—"
$GRASE_QST_03_2000_0510_00_kre,ACTOR,Stuffed Doll
$GRASE_QST_03_2000_0520_00_kre,,The parts are at the pipe scrapyard up ahead—<br>go poke around there!
$GRASE_QST_03_2000_0520_00_kre,ACTOR,Stuffed Doll
$GRASE_QST_03_2000_0600_00_kre,,"Well, I’m outta here—<br>see ya~!"
$GRASE_QST_03_2000_0600_00_kre,ACTOR,Stuffed Doll
$GRASE_QST_03_2000_0700_00_cld,,
$GRASE_QST_03_2000_0700_00_cld,ACTOR,Cloud
$GRASE_QST_03_2100_0100_00_kre,,"Hey there, handyman~!<br>How’s the parts hunt going?"
$GRASE_QST_03_2100_0100_00_kre,ACTOR,Stuffed Doll
$GRASE_QST_03_2100_0200_00_kre,,"So, outta nowhere, another job popped up,<br>and I’ve gotta leave this place."
$GRASE_QST_03_2100_0200_00_kre,ACTOR,Stuffed Doll
$GRASE_QST_03_2100_0300_00_kre,,Which means—<br>the mako pipe repairs are all yours!
$GRASE_QST_03_2100_0300_00_kre,ACTOR,Stuffed Doll
$GRASE_QST_03_2100_0310_00_kre,,Catch ya later—bye-bye~!
$GRASE_QST_03_2100_0310_00_kre,ACTOR,Stuffed Doll
$GRASE_QST_03_2100_0400_00_cld,,
$GRASE_QST_03_2100_0400_00_cld,ACTOR,Cloud
$GRASE_QST_03_2200_0100_00_sys,,Fix the pipes with the parts you’ve gathered?
$GRASE_QST_03_2200_0200_00_sys,,Fix them.
$GRASE_QST_03_2200_0500_00_sys,,Don’t fix them.
$GRASE_QST_03_2200_0600_00_blt,,You better fix this right!
$GRASE_QST_03_2200_0600_00_blt,ACTOR,Barret
$GRASE_QST_03_2200_0700_00_blt,,What the—!?
$GRASE_QST_03_2200_0700_00_blt,ACTOR,Barret
$GRASE_QST_03_2300_0100_00_blt,,What the hell’s goin’ on!?
$GRASE_QST_03_2300_0100_00_blt,ACTOR,Barret
$GRASE_QST_03_2300_0200_00_cld,,Probably the leaked mako’s fault.
$GRASE_QST_03_2300_0200_00_cld,ACTOR,Cloud
$GRASE_QST_03_2300_0300_00_cld,,Let’s head back and report.
$GRASE_QST_03_2300_0300_00_cld,ACTOR,Cloud
$GRASE_QST_03_2400_0100_00_flt,,"Oh, everyone!"
$GRASE_QST_03_2400_0100_00_flt,ACTOR,Flat
$GRASE_QST_03_2400_0110_00_flt,,"Thanks to you, the mako’s trickling back in—<br>just a little, but still!"
$GRASE_QST_03_2400_0110_00_flt,ACTOR,Flat
$GRASE_QST_03_2400_0200_00_flt,,"Even if it’s just a bare-minimum patch job,<br>it’s a huge help—thank you!"
$GRASE_QST_03_2400_0200_00_flt,ACTOR,Flat
$GRASE_QST_03_2400_0300_00_flt,,You all did a solid job on the repairs—<br>thank you!
$GRASE_QST_03_2400_0300_00_flt,ACTOR,Flat
$GRASE_QST_03_2400_0400_00_flt,,"Thanks to you, the mako supply’s back on—<br>phew, what a relief!"
$GRASE_QST_03_2400_0400_00_flt,ACTOR,Flat
$GRASE_QST_03_2400_0500_00_flt,,"Oh, everyone!"
$GRASE_QST_03_2400_0500_00_flt,ACTOR,Flat
$GRASE_QST_03_2400_0510_00_flt,,Looks like you fixed it up real sturdy—<br>thank you so much!
$GRASE_QST_03_2400_0510_00_flt,ACTOR,Flat
$GRASE_QST_03_2400_0600_00_flt,,The mako’s gushing into the tank now—<br>feels even stronger than before!
$GRASE_QST_03_2400_0600_00_flt,ACTOR,Flat
$GRASE_QST_03_2400_0610_00_flt,,"Might be my imagination, but it’s got some extra kick!"
$GRASE_QST_03_2400_0610_00_flt,ACTOR,Flat
$GRASE_QST_03_2400_0700_00_flt,,"Here’s your reward—<br>please, take it!"
$GRASE_QST_03_2400_0700_00_flt,ACTOR,Flat
$GRASE_QST_04_0100_0100_00_olv,,"Oh, you’re Avalanche, right?<br>Broad from the inn filled me in."
$GRASE_QST_04_0100_0100_00_olv,ACTOR,Farmer
$GRASE_QST_04_0100_0200_00_olv,,Looks like you’re dodging Shinra pretty well.
$GRASE_QST_04_0100_0200_00_olv,ACTOR,Farmer
$GRASE_QST_04_0100_0300_00_olv,,"So it’s you guys—dodging Shinra like champs, huh?"
$GRASE_QST_04_0100_0300_00_olv,ACTOR,Farmer
$GRASE_QST_04_0100_0400_00_olv,,Perfect timing—can I hire you for a job?
$GRASE_QST_04_0100_0400_00_olv,ACTOR,Farmer
$GRASE_QST_04_0100_0401_00_olv,,Name’s Oliver—I run this farm.
$GRASE_QST_04_0100_0401_00_olv,ACTOR,Oliver
$GRASE_QST_04_0100_0410_00_olv,,"Thing is, every night,<br>something’s attacking my livestock, and I’m at my wit’s end."
$GRASE_QST_04_0100_0410_00_olv,ACTOR,Oliver
$GRASE_QST_04_0100_0500_00_olv,,It’s probably a monster—<br>can you track it down and take it out?
$GRASE_QST_04_0100_0500_00_olv,ACTOR,Oliver
$GRASE_QST_04_0100_0600_00_sys,,Take the job?
$GRASE_QST_04_0100_0700_00_sys,,What’s the monster like?
$GRASE_QST_04_0100_0800_00_sys,,What’s your deal with Broad?
$GRASE_QST_04_0100_0900_00_sys,,Let’s do it.
$GRASE_QST_04_0100_1000_00_olv,,It’s a damn clever one—<br>sets off traps like they’re nothing.
$GRASE_QST_04_0100_1000_00_olv,ACTOR,Oliver
$GRASE_QST_04_0100_1100_00_olv,,"I’ve hired hunters too, but so far, no results."
$GRASE_QST_04_0100_1100_00_olv,ACTOR,Oliver
$GRASE_QST_04_0100_1200_00_olv,,"I love the nature of the Grasslands, you see.<br>Wanting to protect it naturally means raising a flag against Shinra."
$GRASE_QST_04_0100_1200_00_olv,ACTOR,Oliver
$GRASE_QST_04_0100_1300_00_olv,,There’s someone out there connecting folks like us.
$GRASE_QST_04_0100_1300_00_olv,ACTOR,Oliver
$GRASE_QST_04_0100_1310_00_olv,,That’s how I got to know Broad and Avalanche<br>through that connection.
$GRASE_QST_04_0100_1310_00_olv,ACTOR,Oliver
$GRASE_QST_04_0100_1400_00_olv,,"We may stand on different sides, but we never skip out on sharing info."
$GRASE_QST_04_0100_1400_00_olv,ACTOR,Oliver
$GRASE_QST_04_0100_1500_00_olv,,Appreciate it.
$GRASE_QST_04_0100_1500_00_olv,ACTOR,Oliver
$GRASE_QST_04_0100_1600_00_olv,,That pup—yours?
$GRASE_QST_04_0100_1600_00_olv,ACTOR,Oliver
$GRASE_QST_04_0100_1700_00_cld,,You’d better stop calling him a dog.
$GRASE_QST_04_0100_1700_00_cld,ACTOR,Cloud
$GRASE_QST_04_0100_1800_00_olv,,"Oh, there there, aren’t you a cutie!"
$GRASE_QST_04_0100_1800_00_olv,ACTOR,Oliver
$GRASE_QST_04_0100_1900_00_red,,
$GRASE_QST_04_0100_1900_00_red,ACTOR,Red XIII
$GRASE_QST_04_0100_1900_05_olv,,
$GRASE_QST_04_0100_1900_05_olv,ACTOR,Oliver
$GRASE_QST_04_0100_2000_00_olv,,"Hahah! Full of energy, huh?<br>With a dog’s nose, maybe he could track it down."
$GRASE_QST_04_0100_2000_00_olv,ACTOR,Oliver
$GRASE_QST_04_0100_2100_00_olv,,Could you check out the crime scene just once?
$GRASE_QST_04_0100_2100_00_olv,ACTOR,Oliver
$GRASE_QST_04_0200_0100_00_olv,,"If we lose any more livestock,<br>going out of business isn’t out of the question. What a mess."
$GRASE_QST_04_0200_0100_00_olv,ACTOR,Oliver
$GRASE_QST_04_0200_0200_00_olv,,"Shinra won’t admit it, but"
$GRASE_QST_04_0200_0200_00_olv,ACTOR,Oliver
$GRASE_QST_04_0200_0210_00_olv,,the rise in vicious monsters<br>is obviously because of the mako reactors.
